SottoTitolo2,StottoTitolo3
Periodo riferimento: 2024,Macro categoria: coltivazioni - Categoria: olii e grassi vegetali - Gruppo: olii di oliva di pressione - Prodotto: tutti

Piazza_Comune,Mese,SettimanaPerMese,Prodotto,UdMKey6,PrezzoMedioPerUdM14,Textbox6,Varieta,UdMKey7,PrezzoMedioPerUdM15,Textbox9,Varieta1,UdMKey8,PrezzoMedioPerUdM16,Textbox7
LAMETIA TERME,feb,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,75","9,35",-,€/kg,"9,75","9,35",,,,
LAMETIA TERME,feb,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,75","9,35",-,€/kg,"9,75","9,35",,,,
LAMETIA TERME,feb,V, Olio Extravergine Di Oliva franco azienda,€/kg,"9,75","9,35",-,€/kg,"9,75","9,35",,,,
LAMETIA TERME,mar,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,75","9,35",-,€/kg,"9,75","9,35",,,,
LAMETIA TERME,mar,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,75","9,35",-,€/kg,"9,75","9,35",,,,
LAMETIA TERME,mar,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,75","9,35",-,€/kg,"9,75","9,35",,,,
LAMETIA TERME,mar,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,75","9,35",-,€/kg,"9,75","9,35",,,,
LAMETIA TERME,apr,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,55","9,35",-,€/kg,"9,55","9,35",,,,
LAMETIA TERME,apr,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,55","9,35",-,€/kg,"9,55","9,35",,,,
LAMETIA TERME,apr,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,45","9,35",-,€/kg,"9,45","9,35",,,,
LAMETIA TERME,apr,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,45","9,35",-,€/kg,"9,45","9,35",,,,
LAMETIA TERME,mag,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,45","9,35",-,€/kg,"9,45","9,35",,,,
LAMETIA TERME,mag,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,45","9,35",-,€/kg,"9,45","9,35",,,,
LAMETIA TERME,mag,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,45","9,35",-,€/kg,"9,45","9,35",,,,
LAMETIA TERME,mag,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,45","9,35",-,€/kg,"9,45","9,35",,,,
LAMETIA TERME,mag,V, Olio Extravergine Di Oliva franco azienda,€/kg,"9,45","9,35",-,€/kg,"9,45","9,35",,,,
LAMETIA TERME,giu,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,45","9,35",-,€/kg,"9,45","9,35",,,,
LAMETIA TERME,giu,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,45","9,35",-,€/kg,"9,45","9,35",,,,
LAMETIA TERME,giu,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,45","9,35",-,€/kg,"9,45","9,35",,,,
LAMETIA TERME,giu,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,35","9,35",-,€/kg,"9,35","9,35",,,,
LAMETIA TERME,lug,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,35","9,35",-,€/kg,"9,35","9,35",,,,
LAMETIA TERME,lug,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,35","9,35",-,€/kg,"9,35","9,35",,,,
LAMETIA TERME,lug,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,35","9,35",-,€/kg,"9,35","9,35",,,,
LAMETIA TERME,lug,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,35","9,35",-,€/kg,"9,35","9,35",,,,
LAMETIA TERME,ago,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,35","9,35",-,€/kg,"9,35","9,35",,,,
LAMETIA TERME,ago,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,
LAMETIA TERME,ago,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,
LAMETIA TERME,ago,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,
LAMETIA TERME,ago,V, Olio Extravergine Di Oliva franco azienda,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,
LAMETIA TERME,set,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,
LAMETIA TERME,set,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,
LAMETIA TERME,set,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,
LAMETIA TERME,set,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,
LAMETIA TERME,ott,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,
LAMETIA TERME,ott,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,
LAMETIA TERME,ott,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,
LAMETIA TERME,ott,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,
LAMETIA TERME,ott,V, Olio Extravergine Di Oliva franco azienda,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,
LAMETIA TERME,nov,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,
LAMETIA TERME,nov,II, Olio Extravergine Di Oliva franco azienda,€/kg,"8,83","9,35",-,€/kg,"8,83","9,35",,,,
LAMETIA TERME,nov,III, Olio Extravergine Di Oliva franco azienda,€/kg,"8,25","9,35",-,€/kg,"8,25","9,35",,,,
LAMETIA TERME,nov,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"8,50","9,35",-,€/kg,"8,50","9,35",,,,
LAMETIA TERME,dic,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,08","9,35",-,€/kg,"9,08","9,35",,,,
LAMETIA TERME,dic,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,13","9,35",-,€/kg,"9,13","9,35",,,,
LAMETIA TERME,dic,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,13","9,35",-,€/kg,"9,13","9,35",,,,
LAMETIA TERME,dic,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,13","9,35",-,€/kg,"9,13","9,35",,,,
LAMETIA TERME,gen,I, Olio Lampante Di Oliva franco azienda,€/kg,"6,40","5,74",-,€/kg,"6,40","5,74",,,,
LAMETIA TERME,gen,II, Olio Lampante Di Oliva franco azienda,€/kg,"6,85","5,74",-,€/kg,"6,85","5,74",,,,
LAMETIA TERME,gen,III, Olio Lampante Di Oliva franco azienda,€/kg,"6,95","5,74",-,€/kg,"6,95","5,74",,,,
LAMETIA TERME,gen,IV, Olio Lampante Di Oliva franco azienda,€/kg,"7,10","5,74",-,€/kg,"7,10","5,74",,,,
LAMETIA TERME,feb,I, Olio Lampante Di Oliva franco azienda,€/kg,"7,10","5,74",-,€/kg,"7,10","5,74",,,,
LAMETIA TERME,feb,II, Olio Lampante Di Oliva franco azienda,€/kg,"7,20","5,74",-,€/kg,"7,20","5,74",,,,
LAMETIA TERME,feb,III, Olio Lampante Di Oliva franco azienda,€/kg,"7,20","5,74",-,€/kg,"7,20","5,74",,,,
LAMETIA TERME,feb,IV, Olio Lampante Di Oliva franco azienda,€/kg,"7,20","5,74",-,€/kg,"7,20","5,74",,,,
LAMETIA TERME,feb,V, Olio Lampante Di Oliva franco azienda,€/kg,"7,20","5,74",-,€/kg,"7,20","5,74",,,,
LAMETIA TERME,mar,I, Olio Lampante Di Oliva franco azienda,€/kg,"7,10","5,74",-,€/kg,"7,10","5,74",,,,
LAMETIA TERME,mar,II, Olio Lampante Di Oliva franco azienda,€/kg,"7,10","5,74",-,€/kg,"7,10","5,74",,,,
LAMETIA TERME,mar,III, Olio Lampante Di Oliva franco azienda,€/kg,"6,90","5,74",-,€/kg,"6,90","5,74",,,,
LAMETIA TERME,mar,IV, Olio Lampante Di Oliva franco azienda,€/kg,"6,60","5,74",-,€/kg,"6,60","5,74",,,,
LAMETIA TERME,apr,I, Olio Lampante Di Oliva franco azienda,€/kg,"6,65","5,74",-,€/kg,"6,65","5,74",,,,
LAMETIA TERME,apr,II, Olio Lampante Di Oliva franco azienda,€/kg,"6,35","5,74",-,€/kg,"6,35","5,74",,,,
LAMETIA TERME,apr,III, Olio Lampante Di Oliva franco azienda,€/kg,"6,05","5,74",-,€/kg,"6,05","5,74",,,,
LAMETIA TERME,apr,IV, Olio Lampante Di Oliva franco azienda,€/kg,"5,75","5,74",-,€/kg,"5,75","5,74",,,,
LAMETIA TERME,mag,I, Olio Lampante Di Oliva franco azienda,€/kg,"5,75","5,74",-,€/kg,"5,75","5,74",,,,
LAMETIA TERME,mag,II, Olio Lampante Di Oliva franco azienda,€/kg,"5,75","5,74",-,€/kg,"5,75","5,74",,,,
LAMETIA TERME,mag,III, Olio Lampante Di Oliva franco azienda,€/kg,"5,75","5,74",-,€/kg,"5,75","5,74",,,,
LAMETIA TERME,mag,IV, Olio Lampante Di Oliva franco azienda,€/kg,"5,75","5,74",-,€/kg,"5,75","5,74",,,,
LAMETIA TERME,mag,V, Olio Lampante Di Oliva franco azienda,€/kg,"5,75","5,74",-,€/kg,"5,75","5,74",,,,
LAMETIA TERME,giu,I, Olio Lampante Di Oliva franco azienda,€/kg,"5,75","5,74",-,€/kg,"5,75","5,74",,,,
LAMETIA TERME,giu,II, Olio Lampante Di Oliva franco azienda,€/kg,"5,75","5,74",-,€/kg,"5,75","5,74",,,,
LAMETIA TERME,giu,III, Olio Lampante Di Oliva franco azienda,€/kg,"5,75","5,74",-,€/kg,"5,75","5,74",,,,
LAMETIA TERME,giu,IV, Olio Lampante Di Oliva franco azienda,€/kg,"5,65","5,74",-,€/kg,"5,65","5,74",,,,
LAMETIA TERME,lug,I, Olio Lampante Di Oliva franco azienda,€/kg,"5,65","5,74",-,€/kg,"5,65","5,74",,,,
LAMETIA TERME,lug,II, Olio Lampante Di Oliva franco azienda,€/kg,"5,65","5,74",-,€/kg,"5,65","5,74",,,,
LAMETIA TERME,lug,III, Olio Lampante Di Oliva franco azienda,€/kg,"5,45","5,74",-,€/kg,"5,45","5,74",,,,
LAMETIA TERME,lug,IV, Olio Lampante Di Oliva franco azienda,€/kg,"5,45","5,74",-,€/kg,"5,45","5,74",,,,
LAMETIA TERME,ago,I, Olio Lampante Di Oliva franco azienda,€/kg,"5,45","5,74",-,€/kg,"5,45","5,74",,,,
LAMETIA TERME,ago,II, Olio Lampante Di Oliva franco azienda,€/kg,"5,15","5,74",-,€/kg,"5,15","5,74",,,,
LAMETIA TERME,ago,III, Olio Lampante Di Oliva franco azienda,€/kg,"5,15","5,74",-,€/kg,"5,15","5,74",,,,
LAMETIA TERME,ago,IV, Olio Lampante Di Oliva franco azienda,€/kg,"5,15","5,74",-,€/kg,"5,15","5,74",,,,
LAMETIA TERME,ago,V, Olio Lampante Di Oliva franco azienda,€/kg,"5,15","5,74",-,€/kg,"5,15","5,74",,,,
LAMETIA TERME,set,I, Olio Lampante Di Oliva franco azienda,€/kg,"5,15","5,74",-,€/kg,"5,15","5,74",,,,
LAMETIA TERME,set,II, Olio Lampante Di Oliva franco azienda,€/kg,"5,15","5,74",-,€/kg,"5,15","5,74",,,,
LAMETIA TERME,set,III, Olio Lampante Di Oliva franco azienda,€/kg,"5,15","5,74",-,€/kg,"5,15","5,74",,,,
LAMETIA TERME,set,IV, Olio Lampante Di Oliva franco azienda,€/kg,"5,15","5,74",-,€/kg,"5,15","5,74",,,,
LAMETIA TERME,ott,I, Olio Lampante Di Oliva franco azienda,€/kg,"5,15","5,74",-,€/kg,"5,15","5,74",,,,
LAMETIA TERME,ott,II, Olio Lampante Di Oliva franco azienda,€/kg,"5,15","5,74",-,€/kg,"5,15","5,74",,,,
LAMETIA TERME,ott,III, Olio Lampante Di Oliva franco azienda,€/kg,"5,15","5,74",-,€/kg,"5,15","5,74",,,,
LAMETIA TERME,ott,IV, Olio Lampante Di Oliva franco azienda,€/kg,n.d.,"5,74",-,€/kg,n.d.,"5,74",,,,
LAMETIA TERME,ott,V, Olio Lampante Di Oliva franco azienda,€/kg,n.d.,"5,74",-,€/kg,n.d.,"5,74",,,,
LAMETIA TERME,nov,I, Olio Lampante Di Oliva franco azienda,€/kg,n.d.,"5,74",-,€/kg,n.d.,"5,74",,,,
LAMETIA TERME,nov,II, Olio Lampante Di Oliva franco azienda,€/kg,n.d.,"5,74",-,€/kg,n.d.,"5,74",,,,
LAMETIA TERME,nov,III, Olio Lampante Di Oliva franco azienda,€/kg,n.d.,"5,74",-,€/kg,n.d.,"5,74",,,,
LAMETIA TERME,nov,IV, Olio Lampante Di Oliva franco azienda,€/kg,"3,65","5,74",-,€/kg,"3,65","5,74",,,,
LAMETIA TERME,dic,I, Olio Lampante Di Oliva franco azienda,€/kg,"3,65","5,74",-,€/kg,"3,65","5,74",,,,
LAMETIA TERME,dic,II, Olio Lampante Di Oliva franco azienda,€/kg,"3,65","5,74",-,€/kg,"3,65","5,74",,,,
LAMETIA TERME,dic,III, Olio Lampante Di Oliva franco azienda,€/kg,"3,65","5,74",-,€/kg,"3,65","5,74",,,,
LAMETIA TERME,dic,IV, Olio Lampante Di Oliva franco azienda,€/kg,"3,65","5,74",-,€/kg,"3,65","5,74",,,,
LAMETIA TERME,gen,I, Olio Vergine Di Oliva franco azienda,€/kg,"8,90","8,15",-,€/kg,"8,90","8,15",,,,
LAMETIA TERME,gen,II, Olio Vergine Di Oliva franco azienda,€/kg,"8,90","8,15",-,€/kg,"8,90","8,15",,,,
LAMETIA TERME,gen,III, Olio Vergine Di Oliva franco azienda,€/kg,"8,90","8,15",-,€/kg,"8,90","8,15",,,,
LAMETIA TERME,gen,IV, Olio Vergine Di Oliva franco azienda,€/kg,"8,90","8,15",-,€/kg,"8,90","8,15",,,,
LAMETIA TERME,feb,I, Olio Vergine Di Oliva franco azienda,€/kg,"8,90","8,15",-,€/kg,"8,90","8,15",,,,
LAMETIA TERME,feb,II, Olio Vergine Di Oliva franco azienda,€/kg,"8,60","8,15",-,€/kg,"8,60","8,15",,,,
LAMETIA TERME,feb,III, Olio Vergine Di Oliva franco azienda,€/kg,"8,60","8,15",-,€/kg,"8,60","8,15",,,,
LAMETIA TERME,feb,IV, Olio Vergine Di Oliva franco azienda,€/kg,"8,60","8,15",-,€/kg,"8,60","8,15",,,,
LAMETIA TERME,feb,V, Olio Vergine Di Oliva franco azienda,€/kg,"8,60","8,15",-,€/kg,"8,60","8,15",,,,
LAMETIA TERME,mar,I, Olio Vergine Di Oliva franco azienda,€/kg,"8,60","8,15",-,€/kg,"8,60","8,15",,,,
LAMETIA TERME,mar,II, Olio Vergine Di Oliva franco azienda,€/kg,"8,60","8,15",-,€/kg,"8,60","8,15",,,,
LAMETIA TERME,mar,III, Olio Vergine Di Oliva franco azienda,€/kg,"8,60","8,15",-,€/kg,"8,60","8,15",,,,
LAMETIA TERME,mar,IV, Olio Vergine Di Oliva franco azienda,€/kg,"8,60","8,15",-,€/kg,"8,60","8,15",,,,
LAMETIA TERME,apr,I, Olio Vergine Di Oliva franco azienda,€/kg,"8,35","8,15",-,€/kg,"8,35","8,15",,,,
LAMETIA TERME,apr,II, Olio Vergine Di Oliva franco azienda,€/kg,"8,35","8,15",-,€/kg,"8,35","8,15",,,,
LAMETIA TERME,apr,III, Olio Vergine Di Oliva franco azienda,€/kg,"8,05","8,15",-,€/kg,"8,05","8,15",,,,
LAMETIA TERME,apr,IV, Olio Vergine Di Oliva franco azienda,€/kg,"8,05","8,15",-,€/kg,"8,05","8,15",,,,
LAMETIA TERME,mag,I, Olio Vergine Di Oliva franco azienda,€/kg,"8,05","8,15",-,€/kg,"8,05","8,15",,,,
LAMETIA TERME,mag,II, Olio Vergine Di Oliva franco azienda,€/kg,"8,05","8,15",-,€/kg,"8,05","8,15",,,,
LAMETIA TERME,mag,III, Olio Vergine Di Oliva franco azienda,€/kg,"8,05","8,15",-,€/kg,"8,05","8,15",,,,
LAMETIA TERME,mag,IV, Olio Vergine Di Oliva franco azienda,€/kg,"8,05","8,15",-,€/kg,"8,05","8,15",,,,
LAMETIA TERME,mag,V, Olio Vergine Di Oliva franco azienda,€/kg,"8,05","8,15",-,€/kg,"8,05","8,15",,,,
LAMETIA TERME,giu,I, Olio Vergine Di Oliva franco azienda,€/kg,"8,05","8,15",-,€/kg,"8,05","8,15",,,,
LAMETIA TERME,giu,II, Olio Vergine Di Oliva franco azienda,€/kg,"8,05","8,15",-,€/kg,"8,05","8,15",,,,
LAMETIA TERME,giu,III, Olio Vergine Di Oliva franco azienda,€/kg,"7,95","8,15",-,€/kg,"7,95","8,15",,,,
LAMETIA TERME,giu,IV, Olio Vergine Di Oliva franco azienda,€/kg,"7,85","8,15",-,€/kg,"7,85","8,15",,,,
LAMETIA TERME,lug,I, Olio Vergine Di Oliva franco azienda,€/kg,"7,85","8,15",-,€/kg,"7,85","8,15",,,,
LAMETIA TERME,lug,II, Olio Vergine Di Oliva franco azienda,€/kg,"7,85","8,15",-,€/kg,"7,85","8,15",,,,
LAMETIA TERME,lug,III, Olio Vergine Di Oliva franco azienda,€/kg,"7,85","8,15",-,€/kg,"7,85","8,15",,,,
LAMETIA TERME,lug,IV, Olio Vergine Di Oliva franco azienda,€/kg,"7,85","8,15",-,€/kg,"7,85","8,15",,,,
LAMETIA TERME,ago,I, Olio Vergine Di Oliva franco azienda,€/kg,"7,85","8,15",-,€/kg,"7,85","8,15",,,,
LAMETIA TERME,ago,II, Olio Vergine Di Oliva franco azienda,€/kg,"7,65","8,15",-,€/kg,"7,65","8,15",,,,
LAMETIA TERME,ago,III, Olio Vergine Di Oliva franco azienda,€/kg,"7,65","8,15",-,€/kg,"7,65","8,15",,,,
LAMETIA TERME,ago,IV, Olio Vergine Di Oliva franco azienda,€/kg,"7,65","8,15",-,€/kg,"7,65","8,15",,,,
LAMETIA TERME,ago,V, Olio Vergine Di Oliva franco azienda,€/kg,"7,65","8,15",-,€/kg,"7,65","8,15",,,,
LAMETIA TERME,set,I, Olio Vergine Di Oliva franco azienda,€/kg,"7,65","8,15",-,€/kg,"7,65","8,15",,,,
LAMETIA TERME,set,II, Olio Vergine Di Oliva franco azienda,€/kg,"7,65","8,15",-,€/kg,"7,65","8,15",,,,
LAMETIA TERME,set,III, Olio Vergine Di Oliva franco azienda,€/kg,"7,65","8,15",-,€/kg,"7,65","8,15",,,,
LAMETIA TERME,set,IV, Olio Vergine Di Oliva franco azienda,€/kg,"7,65","8,15",-,€/kg,"7,65","8,15",,,,
LAMETIA TERME,ott,I, Olio Vergine Di Oliva franco azienda,€/kg,"7,65","8,15",-,€/kg,"7,65","8,15",,,,
LAMETIA TERME,ott,II, Olio Vergine Di Oliva franco azienda,€/kg,"7,65","8,15",-,€/kg,"7,65","8,15",,,,
LAMETIA TERME,ott,III, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,15",-,€/kg,n.d.,"8,15",,,,
LAMETIA TERME,ott,IV, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,15",-,€/kg,n.d.,"8,15",,,,
LAMETIA TERME,ott,V, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,15",-,€/kg,n.d.,"8,15",,,,
LAMETIA TERME,nov,I, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,15",-,€/kg,n.d.,"8,15",,,,
LAMETIA TERME,nov,II, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,15",-,€/kg,n.d.,"8,15",,,,
LAMETIA TERME,nov,III, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,15",-,€/kg,n.d.,"8,15",,,,
LAMETIA TERME,nov,IV, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,15",-,€/kg,n.d.,"8,15",,,,
LAMETIA TERME,dic,I, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,15",-,€/kg,n.d.,"8,15",,,,
LAMETIA TERME,dic,II, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,15",-,€/kg,n.d.,"8,15",,,,
LAMETIA TERME,dic,III, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,15",-,€/kg,n.d.,"8,15",,,,
LAMETIA TERME,dic,IV, Olio Vergine Di Oliva franco azienda,€/kg,n.d.,"8,15",-,€/kg,n.d.,"8,15",,,,
LECCE,gen,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,30","8,76",-,€/kg,"9,30","8,76",,,,
LECCE,gen,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,50","8,76",-,€/kg,"9,50","8,76",,,,
LECCE,gen,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,50","8,76",-,€/kg,"9,50","8,76",,,,
LECCE,gen,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,30","8,76",-,€/kg,"9,30","8,76",,,,
LECCE,feb,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,30","8,76",-,€/kg,"9,30","8,76",,,,
LECCE,feb,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,30","8,76",-,€/kg,"9,30","8,76",,,,
LECCE,feb,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,30","8,76",-,€/kg,"9,30","8,76",,,,
LECCE,feb,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,30","8,76",-,€/kg,"9,30","8,76",,,,
LECCE,feb,V, Olio Extravergine Di Oliva franco azienda,€/kg,"9,30","8,76",-,€/kg,"9,30","8,76",,,,
LECCE,mar,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,30","8,76",-,€/kg,"9,30","8,76",,,,
LECCE,mar,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,30","8,76",-,€/kg,"9,30","8,76",,,,
LECCE,mar,III, Olio Extravergine Di Oliva franco azienda,€/kg,"8,80","8,76",-,€/kg,"8,80","8,76",,,,
LECCE,mar,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"8,80","8,76",-,€/kg,"8,80","8,76",,,,
LECCE,apr,I, Olio Extravergine Di Oliva franco azienda,€/kg,"8,60","8,76",-,€/kg,"8,60","8,76",,,,
LECCE,apr,II, Olio Extravergine Di Oliva franco azienda,€/kg,"8,60","8,76",-,€/kg,"8,60","8,76",,,,
LECCE,apr,III, Olio Extravergine Di Oliva franco azienda,€/kg,"8,40","8,76",-,€/kg,"8,40","8,76",,,,
LECCE,apr,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"8,30","8,76",-,€/kg,"8,30","8,76",,,,
LECCE,mag,I, Olio Extravergine Di Oliva franco azienda,€/kg,"8,30","8,76",-,€/kg,"8,30","8,76",,,,
LECCE,mag,II, Olio Extravergine Di Oliva franco azienda,€/kg,"8,30","8,76",-,€/kg,"8,30","8,76",,,,
LECCE,mag,III, Olio Extravergine Di Oliva franco azienda,€/kg,"8,30","8,76",-,€/kg,"8,30","8,76",,,,
LECCE,mag,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"8,80","8,76",-,€/kg,"8,80","8,76",,,,
LECCE,mag,V, Olio Extravergine Di Oliva franco azienda,€/kg,"9,00","8,76",-,€/kg,"9,00","8,76",,,,
LECCE,giu,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,00","8,76",-,€/kg,"9,00","8,76",,,,
LECCE,giu,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,00","8,76",-,€/kg,"9,00","8,76",,,,
LECCE,giu,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,00","8,76",-,€/kg,"9,00","8,76",,,,
LECCE,giu,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,00","8,76",-,€/kg,"9,00","8,76",,,,
LECCE,lug,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,00","8,76",-,€/kg,"9,00","8,76",,,,
LECCE,lug,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,00","8,76",-,€/kg,"9,00","8,76",,,,
LECCE,lug,III, Olio Extravergine Di Oliva franco azienda,€/kg,"8,80","8,76",-,€/kg,"8,80","8,76",,,,
LECCE,lug,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"8,40","8,76",-,€/kg,"8,40","8,76",,,,
LECCE,ago,I, Olio Extravergine Di Oliva franco azienda,€/kg,"8,40","8,76",-,€/kg,"8,40","8,76",,,,
LECCE,ago,II, Olio Extravergine Di Oliva franco azienda,€/kg,"8,40","8,76",-,€/kg,"8,40","8,76",,,,
LECCE,ago,III, Olio Extravergine Di Oliva franco azienda,€/kg,"8,40","8,76",-,€/kg,"8,40","8,76",,,,
LECCE,ago,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"8,40","8,76",-,€/kg,"8,40","8,76",,,,
LECCE,ago,V, Olio Extravergine Di Oliva franco azienda,€/kg,"8,40","8,76",-,€/kg,"8,40","8,76",,,,
LECCE,set,I, Olio Extravergine Di Oliva franco azienda,€/kg,"8,40","8,76",-,€/kg,"8,40","8,76",,,,
LECCE,set,II, Olio Extravergine Di Oliva franco azienda,€/kg,"8,40","8,76",-,€/kg,"8,40","8,76",,,,
LECCE,set,III, Olio Extravergine Di Oliva franco azienda,€/kg,"8,40","8,76",-,€/kg,"8,40","8,76",,,,
LECCE,set,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"8,40","8,76",-,€/kg,"8,40","8,76",,,,
LECCE,ott,I, Olio Extravergine Di Oliva franco azienda,€/kg,"8,40","8,76",-,€/kg,"8,40","8,76",,,,
LECCE,ott,II, Olio Extravergine Di Oliva franco azienda,€/kg,"8,40","8,76",-,€/kg,"8,40","8,76",,,,
LECCE,ott,III, Olio Extravergine Di Oliva franco azienda,€/kg,"8,40","8,76",-,€/kg,"8,40","8,76",,,,
LECCE,ott,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"8,60","8,76",-,€/kg,"8,60","8,76",,,,
LECCE,ott,V, Olio Extravergine Di Oliva franco azienda,€/kg,"8,60","8,76",-,€/kg,"8,60","8,76",,,,
LECCE,nov,I, Olio Extravergine Di Oliva franco azienda,€/kg,"8,60","8,76",-,€/kg,"8,60","8,76",,,,
LECCE,nov,II, Olio Extravergine Di Oliva franco azienda,€/kg,"7,00","8,76",-,€/kg,"7,00","8,76",,,,
LECCE,nov,III, Olio Extravergine Di Oliva franco azienda,€/kg,"7,00","8,76",-,€/kg,"7,00","8,76",,,,
LECCE,nov,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,20","8,76",-,€/kg,"9,20","8,76",,,,
LECCE,dic,I, Olio Extravergine Di Oliva franco azienda,€/kg,"9,40","8,76",-,€/kg,"9,40","8,76",,,,
LECCE,dic,II, Olio Extravergine Di Oliva franco azienda,€/kg,"9,40","8,76",-,€/kg,"9,40","8,76",,,,
LECCE,dic,III, Olio Extravergine Di Oliva franco azienda,€/kg,"9,40","8,76",-,€/kg,"9,40","8,76",,,,
LECCE,dic,IV, Olio Extravergine Di Oliva franco azienda,€/kg,"9,40","8,76",-,€/kg,"9,40","8,76",,,,
LECCE,gen,I, Olio Lampante Di Oliva franco azienda,€/kg,"7,22","5,81",-,€/kg,"7,22","5,81",,,,
LECCE,gen,II, Olio Lampante Di Oliva franco azienda,€/kg,"7,40","5,81",-,€/kg,"7,40","5,81",,,,
