SottoTitolo2,SottoTitolo3
Periodo riferimento: 2024,Macro categoria: coltivazioni - Categoria: olii e grassi vegetali - Gruppo: olii di oliva di pressione - Prodotto: tutti

Prodotto,UdMKey,Mese,SettimanaPerMese,PrezzoMedioPerUdM13,Textbox291,Piazza__Comune,UdMKey6,PrezzoMedioPerUdM14,Textbox293,Varieta,UdMKey7,PrezzoMedioPerUdM15,Textbox292,Varieta1,UdMKey8,PrezzoMedioPerUdM16,Textbox294,Varieta2,UdMKey9,PrezzoMedioPerUdM17,Textbox295
Olio Extravergine Di Oliva,€/kg,mar,IV,"9,56","9,32",CATANZARO,€/kg,"9,70","9,29",-,€/kg,"9,70","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,apr,I,"9,53","9,32",CATANZARO,€/kg,"9,50","9,29",-,€/kg,"9,50","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,apr,II,"9,52","9,32",CATANZARO,€/kg,"9,50","9,29",-,€/kg,"9,50","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,apr,III,"9,39","9,32",CATANZARO,€/kg,"9,40","9,29",-,€/kg,"9,40","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,apr,IV,"9,39","9,32",CATANZARO,€/kg,"9,40","9,29",-,€/kg,"9,40","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mag,I,"9,39","9,32",CATANZARO,€/kg,"9,40","9,29",-,€/kg,"9,40","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mag,II,"9,45","9,32",CATANZARO,€/kg,"9,40","9,29",-,€/kg,"9,40","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mag,III,"9,45","9,32",CATANZARO,€/kg,"9,40","9,29",-,€/kg,"9,40","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mag,IV,"9,46","9,32",CATANZARO,€/kg,"9,40","9,29",-,€/kg,"9,40","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mag,V,"9,46","9,32",CATANZARO,€/kg,"9,40","9,29",-,€/kg,"9,40","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,giu,I,"9,44","9,32",CATANZARO,€/kg,"9,40","9,29",-,€/kg,"9,40","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,giu,II,"9,44","9,32",CATANZARO,€/kg,"9,40","9,29",-,€/kg,"9,40","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,giu,III,"9,38","9,32",CATANZARO,€/kg,"9,40","9,29",-,€/kg,"9,40","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,giu,IV,"9,35","9,32",CATANZARO,€/kg,"9,30","9,29",-,€/kg,"9,30","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,lug,I,"9,32","9,32",CATANZARO,€/kg,"9,30","9,29",-,€/kg,"9,30","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,lug,II,"9,30","9,32",CATANZARO,€/kg,"9,30","9,29",-,€/kg,"9,30","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,lug,III,"9,28","9,32",CATANZARO,€/kg,"9,30","9,29",-,€/kg,"9,30","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,lug,IV,"9,26","9,32",CATANZARO,€/kg,"9,30","9,29",-,€/kg,"9,30","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ago,I,"9,16","9,32",CATANZARO,€/kg,"9,30","9,29",-,€/kg,"9,30","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ago,II,"9,11","9,32",CATANZARO,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ago,III,"9,11","9,32",CATANZARO,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ago,IV,"9,11","9,32",CATANZARO,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ago,V,"9,13","9,32",CATANZARO,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,set,I,"9,13","9,32",CATANZARO,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,set,II,"9,13","9,32",CATANZARO,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,set,III,"9,13","9,32",CATANZARO,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,set,IV,"9,13","9,32",CATANZARO,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ott,I,"9,16","9,32",CATANZARO,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ott,II,"9,17","9,32",CATANZARO,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ott,III,"9,17","9,32",CATANZARO,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ott,IV,"9,34","9,32",CATANZARO,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ott,V,"9,21","9,32",CATANZARO,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,nov,I,"8,90","9,32",CATANZARO,€/kg,"9,10","9,29",-,€/kg,"9,10","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,nov,II,"8,50","9,32",CATANZARO,€/kg,"8,78","9,29",-,€/kg,"8,78","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,nov,III,"8,43","9,32",CATANZARO,€/kg,"8,20","9,29",-,€/kg,"8,20","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,nov,IV,"9,07","9,32",CATANZARO,€/kg,"8,45","9,29",-,€/kg,"8,45","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,dic,I,"9,30","9,32",CATANZARO,€/kg,"8,95","9,29",-,€/kg,"8,95","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,dic,II,"9,49","9,32",CATANZARO,€/kg,"9,00","9,29",-,€/kg,"9,00","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,dic,III,"9,49","9,32",CATANZARO,€/kg,"9,00","9,29",-,€/kg,"9,00","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,dic,IV,"9,50","9,32",CATANZARO,€/kg,"9,05","9,29",-,€/kg,"9,05","9,29",,,,,,,,
Olio Extravergine Di Oliva,€/kg,gen,I,"9,41","9,32",LAMETIA TERME,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,gen,II,"9,56","9,32",LAMETIA TERME,€/kg,"9,65","9,35",-,€/kg,"9,65","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,gen,III,"9,60","9,32",LAMETIA TERME,€/kg,"9,80","9,35",-,€/kg,"9,80","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,gen,IV,"9,61","9,32",LAMETIA TERME,€/kg,"9,80","9,35",-,€/kg,"9,80","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,feb,I,"9,58","9,32",LAMETIA TERME,€/kg,"9,80","9,35",-,€/kg,"9,80","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,feb,II,"9,54","9,32",LAMETIA TERME,€/kg,"9,75","9,35",-,€/kg,"9,75","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,feb,III,"9,55","9,32",LAMETIA TERME,€/kg,"9,75","9,35",-,€/kg,"9,75","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,feb,IV,"9,55","9,32",LAMETIA TERME,€/kg,"9,75","9,35",-,€/kg,"9,75","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,feb,V,"9,55","9,32",LAMETIA TERME,€/kg,"9,75","9,35",-,€/kg,"9,75","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mar,I,"9,55","9,32",LAMETIA TERME,€/kg,"9,75","9,35",-,€/kg,"9,75","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mar,II,"9,55","9,32",LAMETIA TERME,€/kg,"9,75","9,35",-,€/kg,"9,75","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mar,III,"9,56","9,32",LAMETIA TERME,€/kg,"9,75","9,35",-,€/kg,"9,75","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mar,IV,"9,56","9,32",LAMETIA TERME,€/kg,"9,75","9,35",-,€/kg,"9,75","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,apr,I,"9,53","9,32",LAMETIA TERME,€/kg,"9,55","9,35",-,€/kg,"9,55","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,apr,II,"9,52","9,32",LAMETIA TERME,€/kg,"9,55","9,35",-,€/kg,"9,55","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,apr,III,"9,39","9,32",LAMETIA TERME,€/kg,"9,45","9,35",-,€/kg,"9,45","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,apr,IV,"9,39","9,32",LAMETIA TERME,€/kg,"9,45","9,35",-,€/kg,"9,45","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mag,I,"9,39","9,32",LAMETIA TERME,€/kg,"9,45","9,35",-,€/kg,"9,45","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mag,II,"9,45","9,32",LAMETIA TERME,€/kg,"9,45","9,35",-,€/kg,"9,45","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mag,III,"9,45","9,32",LAMETIA TERME,€/kg,"9,45","9,35",-,€/kg,"9,45","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mag,IV,"9,46","9,32",LAMETIA TERME,€/kg,"9,45","9,35",-,€/kg,"9,45","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mag,V,"9,46","9,32",LAMETIA TERME,€/kg,"9,45","9,35",-,€/kg,"9,45","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,giu,I,"9,44","9,32",LAMETIA TERME,€/kg,"9,45","9,35",-,€/kg,"9,45","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,giu,II,"9,44","9,32",LAMETIA TERME,€/kg,"9,45","9,35",-,€/kg,"9,45","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,giu,III,"9,38","9,32",LAMETIA TERME,€/kg,"9,45","9,35",-,€/kg,"9,45","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,giu,IV,"9,35","9,32",LAMETIA TERME,€/kg,"9,35","9,35",-,€/kg,"9,35","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,lug,I,"9,32","9,32",LAMETIA TERME,€/kg,"9,35","9,35",-,€/kg,"9,35","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,lug,II,"9,30","9,32",LAMETIA TERME,€/kg,"9,35","9,35",-,€/kg,"9,35","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,lug,III,"9,28","9,32",LAMETIA TERME,€/kg,"9,35","9,35",-,€/kg,"9,35","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,lug,IV,"9,26","9,32",LAMETIA TERME,€/kg,"9,35","9,35",-,€/kg,"9,35","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ago,I,"9,16","9,32",LAMETIA TERME,€/kg,"9,35","9,35",-,€/kg,"9,35","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ago,II,"9,11","9,32",LAMETIA TERME,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ago,III,"9,11","9,32",LAMETIA TERME,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ago,IV,"9,11","9,32",LAMETIA TERME,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ago,V,"9,13","9,32",LAMETIA TERME,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,set,I,"9,13","9,32",LAMETIA TERME,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,set,II,"9,13","9,32",LAMETIA TERME,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,set,III,"9,13","9,32",LAMETIA TERME,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,set,IV,"9,13","9,32",LAMETIA TERME,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ott,I,"9,16","9,32",LAMETIA TERME,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ott,II,"9,17","9,32",LAMETIA TERME,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ott,III,"9,17","9,32",LAMETIA TERME,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ott,IV,"9,34","9,32",LAMETIA TERME,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ott,V,"9,21","9,32",LAMETIA TERME,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,nov,I,"8,90","9,32",LAMETIA TERME,€/kg,"9,15","9,35",-,€/kg,"9,15","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,nov,II,"8,50","9,32",LAMETIA TERME,€/kg,"8,83","9,35",-,€/kg,"8,83","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,nov,III,"8,43","9,32",LAMETIA TERME,€/kg,"8,25","9,35",-,€/kg,"8,25","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,nov,IV,"9,07","9,32",LAMETIA TERME,€/kg,"8,50","9,35",-,€/kg,"8,50","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,dic,I,"9,30","9,32",LAMETIA TERME,€/kg,"9,08","9,35",-,€/kg,"9,08","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,dic,II,"9,49","9,32",LAMETIA TERME,€/kg,"9,13","9,35",-,€/kg,"9,13","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,dic,III,"9,49","9,32",LAMETIA TERME,€/kg,"9,13","9,35",-,€/kg,"9,13","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,dic,IV,"9,50","9,32",LAMETIA TERME,€/kg,"9,13","9,35",-,€/kg,"9,13","9,35",,,,,,,,
Olio Extravergine Di Oliva,€/kg,gen,I,"9,41","9,32",COSENZA,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,gen,II,"9,56","9,32",COSENZA,€/kg,"9,60","9,26",-,€/kg,"9,60","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,gen,III,"9,60","9,32",COSENZA,€/kg,"9,75","9,26",-,€/kg,"9,75","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,gen,IV,"9,61","9,32",COSENZA,€/kg,"9,75","9,26",-,€/kg,"9,75","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,feb,I,"9,58","9,32",COSENZA,€/kg,"9,75","9,26",-,€/kg,"9,75","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,feb,II,"9,54","9,32",COSENZA,€/kg,"9,70","9,26",-,€/kg,"9,70","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,feb,III,"9,55","9,32",COSENZA,€/kg,"9,70","9,26",-,€/kg,"9,70","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,feb,IV,"9,55","9,32",COSENZA,€/kg,"9,70","9,26",-,€/kg,"9,70","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,feb,V,"9,55","9,32",COSENZA,€/kg,"9,70","9,26",-,€/kg,"9,70","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mar,I,"9,55","9,32",COSENZA,€/kg,"9,70","9,26",-,€/kg,"9,70","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mar,II,"9,55","9,32",COSENZA,€/kg,"9,70","9,26",-,€/kg,"9,70","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mar,III,"9,56","9,32",COSENZA,€/kg,"9,70","9,26",-,€/kg,"9,70","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mar,IV,"9,56","9,32",COSENZA,€/kg,"9,70","9,26",-,€/kg,"9,70","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,apr,I,"9,53","9,32",COSENZA,€/kg,"9,45","9,26",-,€/kg,"9,45","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,apr,II,"9,52","9,32",COSENZA,€/kg,"9,45","9,26",-,€/kg,"9,45","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,apr,III,"9,39","9,32",COSENZA,€/kg,"9,35","9,26",-,€/kg,"9,35","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,apr,IV,"9,39","9,32",COSENZA,€/kg,"9,35","9,26",-,€/kg,"9,35","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mag,I,"9,39","9,32",COSENZA,€/kg,"9,35","9,26",-,€/kg,"9,35","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mag,II,"9,45","9,32",COSENZA,€/kg,"9,35","9,26",-,€/kg,"9,35","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mag,III,"9,45","9,32",COSENZA,€/kg,"9,35","9,26",-,€/kg,"9,35","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mag,IV,"9,46","9,32",COSENZA,€/kg,"9,35","9,26",-,€/kg,"9,35","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mag,V,"9,46","9,32",COSENZA,€/kg,"9,35","9,26",-,€/kg,"9,35","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,giu,I,"9,44","9,32",COSENZA,€/kg,"9,35","9,26",-,€/kg,"9,35","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,giu,II,"9,44","9,32",COSENZA,€/kg,"9,35","9,26",-,€/kg,"9,35","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,giu,III,"9,38","9,32",COSENZA,€/kg,"9,35","9,26",-,€/kg,"9,35","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,giu,IV,"9,35","9,32",COSENZA,€/kg,"9,25","9,26",-,€/kg,"9,25","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,lug,I,"9,32","9,32",COSENZA,€/kg,"9,25","9,26",-,€/kg,"9,25","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,lug,II,"9,30","9,32",COSENZA,€/kg,"9,25","9,26",-,€/kg,"9,25","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,lug,III,"9,28","9,32",COSENZA,€/kg,"9,25","9,26",-,€/kg,"9,25","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,lug,IV,"9,26","9,32",COSENZA,€/kg,"9,25","9,26",-,€/kg,"9,25","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ago,I,"9,16","9,32",COSENZA,€/kg,"9,25","9,26",-,€/kg,"9,25","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ago,II,"9,11","9,32",COSENZA,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ago,III,"9,11","9,32",COSENZA,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ago,IV,"9,11","9,32",COSENZA,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ago,V,"9,13","9,32",COSENZA,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,set,I,"9,13","9,32",COSENZA,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,set,II,"9,13","9,32",COSENZA,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,set,III,"9,13","9,32",COSENZA,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,set,IV,"9,13","9,32",COSENZA,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ott,I,"9,16","9,32",COSENZA,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ott,II,"9,17","9,32",COSENZA,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ott,III,"9,17","9,32",COSENZA,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ott,IV,"9,34","9,32",COSENZA,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,ott,V,"9,21","9,32",COSENZA,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,nov,I,"8,90","9,32",COSENZA,€/kg,"9,05","9,26",-,€/kg,"9,05","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,nov,II,"8,50","9,32",COSENZA,€/kg,"8,75","9,26",-,€/kg,"8,75","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,nov,III,"8,43","9,32",COSENZA,€/kg,"8,08","9,26",-,€/kg,"8,08","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,nov,IV,"9,07","9,32",COSENZA,€/kg,"8,43","9,26",-,€/kg,"8,43","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,dic,I,"9,30","9,32",COSENZA,€/kg,"9,00","9,26",-,€/kg,"9,00","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,dic,II,"9,49","9,32",COSENZA,€/kg,"9,08","9,26",-,€/kg,"9,08","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,dic,III,"9,49","9,32",COSENZA,€/kg,"9,08","9,26",-,€/kg,"9,08","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,dic,IV,"9,50","9,32",COSENZA,€/kg,"9,08","9,26",-,€/kg,"9,08","9,26",,,,,,,,
Olio Extravergine Di Oliva,€/kg,gen,I,"9,41","9,32",ROSSANO,€/kg,"9,00","9,21",-,€/kg,"9,00","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,gen,II,"9,56","9,32",ROSSANO,€/kg,"9,55","9,21",-,€/kg,"9,55","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,gen,III,"9,60","9,32",ROSSANO,€/kg,"9,80","9,21",-,€/kg,"9,80","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,gen,IV,"9,61","9,32",ROSSANO,€/kg,"9,80","9,21",-,€/kg,"9,80","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,feb,I,"9,58","9,32",ROSSANO,€/kg,"9,80","9,21",-,€/kg,"9,80","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,feb,II,"9,54","9,32",ROSSANO,€/kg,"9,75","9,21",-,€/kg,"9,75","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,feb,III,"9,55","9,32",ROSSANO,€/kg,"9,75","9,21",-,€/kg,"9,75","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,feb,IV,"9,55","9,32",ROSSANO,€/kg,"9,75","9,21",-,€/kg,"9,75","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,feb,V,"9,55","9,32",ROSSANO,€/kg,"9,75","9,21",-,€/kg,"9,75","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mar,I,"9,55","9,32",ROSSANO,€/kg,"9,75","9,21",-,€/kg,"9,75","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mar,II,"9,55","9,32",ROSSANO,€/kg,"9,75","9,21",-,€/kg,"9,75","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mar,III,"9,56","9,32",ROSSANO,€/kg,"9,75","9,21",-,€/kg,"9,75","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mar,IV,"9,56","9,32",ROSSANO,€/kg,"9,75","9,21",-,€/kg,"9,75","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,apr,I,"9,53","9,32",ROSSANO,€/kg,"9,55","9,21",-,€/kg,"9,55","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,apr,II,"9,52","9,32",ROSSANO,€/kg,"9,55","9,21",-,€/kg,"9,55","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,apr,III,"9,39","9,32",ROSSANO,€/kg,"9,25","9,21",-,€/kg,"9,25","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,apr,IV,"9,39","9,32",ROSSANO,€/kg,"9,25","9,21",-,€/kg,"9,25","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mag,I,"9,39","9,32",ROSSANO,€/kg,"9,25","9,21",-,€/kg,"9,25","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mag,II,"9,45","9,32",ROSSANO,€/kg,"9,25","9,21",-,€/kg,"9,25","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mag,III,"9,45","9,32",ROSSANO,€/kg,"9,25","9,21",-,€/kg,"9,25","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mag,IV,"9,46","9,32",ROSSANO,€/kg,"9,25","9,21",-,€/kg,"9,25","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,mag,V,"9,46","9,32",ROSSANO,€/kg,"9,25","9,21",-,€/kg,"9,25","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,giu,I,"9,44","9,32",ROSSANO,€/kg,"9,25","9,21",-,€/kg,"9,25","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,giu,II,"9,44","9,32",ROSSANO,€/kg,"9,25","9,21",-,€/kg,"9,25","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,giu,III,"9,38","9,32",ROSSANO,€/kg,"9,25","9,21",-,€/kg,"9,25","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,giu,IV,"9,35","9,32",ROSSANO,€/kg,"9,15","9,21",-,€/kg,"9,15","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,lug,I,"9,32","9,32",ROSSANO,€/kg,"9,15","9,21",-,€/kg,"9,15","9,21",,,,,,,,
Olio Extravergine Di Oliva,€/kg,lug,II,"9,30","9,32",ROSSANO,€/kg,"9,15","9,21",-,€/kg,"9,15","9,21",,,,,,,,
